,Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V081,V082,V083,V084,V085,V086,V087,qtdM,qtdH,Predominancia
927,230440005120415,1,7,13,17,9,1,1,3,11,9,8,5,2,3,11,49,51,Homem
928,230440005120416,1,9,11,16,10,5,6,7,8,18,9,15,4,4,7,65,64,Mulher
929,230440005120417,1,35,57,34,31,11,4,31,36,35,17,14,9,7,21,139,203,Homem
930,230440005120418,1,30,32,22,22,5,1,6,28,26,15,6,2,2,15,94,118,Homem
931,230440005120419,1,36,46,62,20,6,3,11,33,15,8,4,0,0,26,86,184,Homem
932,230440005120420,1,2,4,15,11,5,1,0,1,0,1,2,0,1,2,7,38,Homem
933,230440005120421,1,38,40,31,11,5,3,25,21,33,13,6,1,0,9,83,153,Homem
934,230440005120422,1,6,3,13,6,1,3,2,4,6,1,2,5,5,4,27,34,Homem
935,230440005120423,1,44,46,47,27,9,6,13,27,21,15,8,2,1,23,97,192,Homem
936,230440005120424,1,53,51,51,20,15,3,12,40,24,19,8,1,3,29,124,205,Homem
937,230440005120425,1,44,25,67,19,8,1,8,26,26,9,5,1,0,14,81,172,Homem
938,230440005120426,1,51,38,41,22,8,3,18,47,23,14,4,0,0,15,103,181,Homem
939,230440005120427,1,24,28,28,27,2,3,9,27,19,16,7,2,0,9,80,121,Homem
940,230440005120428,1,39,38,36,20,2,4,7,29,35,10,12,1,0,13,100,146,Homem
941,230440005120429,1,46,47,40,31,8,4,19,31,41,35,9,0,1,27,144,195,Homem
942,230440005120607,1,34,23,18,8,2,1,20,28,16,9,6,0,0,22,81,106,Homem
943,230440005120608,1,42,31,26,17,10,4,17,43,27,22,9,7,5,34,147,147,Mulher
944,230440005120609,1,38,34,27,10,6,3,17,25,15,9,6,1,1,14,71,135,Homem
945,230440005120610,1,43,34,30,13,5,0,38,37,19,8,10,2,1,22,99,163,Homem
946,230440005120611,1,17,15,20,7,4,2,15,13,17,18,12,3,4,3,70,80,Homem
947,230440005120612,1,13,23,26,10,11,9,9,11,22,14,14,4,10,10,85,101,Homem
948,230440005120613,1,28,52,51,26,14,6,13,23,23,28,11,4,6,19,114,190,Homem
949,230440005120614,1,37,65,80,28,13,15,31,36,37,24,10,4,11,25,147,269,Homem
950,230440005120615,1,38,37,31,15,9,2,14,27,32,13,7,2,0,15,96,146,Homem
951,230440005120616,1,34,27,23,11,3,1,18,34,21,7,2,2,0,26,92,117,Homem
952,230440005120617,1,47,36,46,25,6,9,30,34,9,26,13,2,5,17,106,199,Homem
953,230440005120618,1,13,32,28,16,2,7,7,20,21,19,7,8,9,5,89,105,Homem
954,230440005120619,1,18,16,17,12,1,1,7,13,35,43,19,3,4,11,128,72,Mulher
955,230440005120620,1,30,29,30,16,3,5,6,24,23,14,15,2,2,13,93,119,Homem
956,230440005120621,1,19,22,18,17,6,5,6,35,26,26,13,7,4,15,126,93,Mulher
957,230440005120622,1,35,46,58,31,8,5,20,29,28,29,13,6,6,18,129,203,Homem
958,230440005120623,1,45,59,51,24,20,6,30,33,49,26,15,5,11,21,160,235,Homem
959,230440005120624,1,17,32,29,14,5,5,26,23,43,25,22,12,8,14,147,128,Mulher
960,230440005120625,1,20,20,11,12,3,14,40,38,49,38,27,22,20,24,218,120,Mulher
961,230440005120626,1,26,33,24,19,9,6,18,15,27,19,10,3,6,13,93,135,Homem
962,230440005120627,1,24,29,16,11,6,1,18,15,17,16,8,0,7,12,75,105,Homem
963,230440005120628,1,30,45,31,22,10,8,14,23,15,17,10,13,6,9,93,160,Homem
964,230440005120629,1,15,20,26,9,4,4,10,10,10,17,10,3,4,7,61,88,Homem
965,230440005120630,1,32,63,32,19,9,9,35,28,33,19,14,6,8,19,127,199,Homem
966,230440005120631,1,11,14,14,5,3,6,14,14,18,7,5,3,5,2,54,67,Homem
967,230440005120632,1,28,41,25,16,6,8,26,29,22,9,5,5,5,11,86,150,Homem
968,230440005120633,1,25,55,34,17,12,11,20,28,41,47,28,11,7,15,177,174,Mulher
969,230440005120634,1,13,34,22,5,5,7,7,14,23,9,6,4,10,4,70,93,Homem
970,230440005120635,1,2,9,12,10,2,2,1,6,5,2,2,1,3,3,22,38,Homem
971,230440005120639,1,22,35,33,20,4,2,24,30,41,28,22,15,9,10,155,140,Mulher
972,230440005120640,1,25,35,30,19,8,12,14,30,44,41,26,16,21,13,191,143,Mulher
973,230440005120641,1,12,22,17,14,8,4,14,28,22,23,12,12,10,4,111,91,Mulher
974,230440005120642,1,25,36,28,21,10,9,14,13,11,11,6,6,3,5,55,143,Homem
975,230440005120643,1,23,40,16,10,5,5,9,25,37,22,10,5,7,11,117,108,Mulher
976,230440005120644,1,22,33,33,12,12,11,17,29,32,28,22,8,11,13,143,140,Mulher
977,230440005120645,1,14,21,34,18,12,7,3,15,29,36,13,9,10,8,120,109,Mulher
978,230440005120646,1,20,23,22,13,7,6,5,14,17,9,5,4,4,5,58,96,Homem
979,230440005120647,1,9,7,5,4,3,0,2,5,11,4,2,3,2,2,29,30,Homem
980,230440005120648,1,18,25,35,17,12,6,4,10,21,16,11,7,11,3,79,117,Homem
981,230440005120649,1,26,41,32,19,9,5,5,19,17,9,5,5,6,2,63,137,Homem
982,230440005120650,1,21,22,28,15,9,8,5,11,19,12,9,9,4,2,66,108,Homem
983,230440005120651,1,9,24,30,23,8,6,3,14,8,9,3,2,3,4,43,103,Homem
984,230440005120652,1,5,6,4,2,0,1,1,4,5,4,1,1,1,0,16,19,Homem
985,230440005120653,1,21,33,32,12,7,8,12,11,17,12,7,8,9,4,68,125,Homem
986,230440005120654,1,1,5,4,3,2,5,0,1,7,2,2,0,0,0,12,20,Homem
987,230440005120655,1,9,17,24,19,6,6,7,4,8,11,3,11,5,2,44,88,Homem
988,230440005120656,1,49,56,62,34,12,13,26,21,27,24,11,10,14,12,119,252,Homem
989,230440005120657,1,19,30,42,14,11,14,11,42,29,22,13,5,5,3,119,141,Homem
990,230440005120658,1,36,43,44,22,17,7,17,20,22,15,13,10,13,15,108,186,Homem
991,230440005120659,1,13,35,27,11,4,2,17,25,34,27,17,12,15,10,140,109,Mulher
992,230440005120660,1,17,44,35,28,7,9,19,27,41,21,7,5,5,8,114,159,Homem
993,230440005120661,1,17,28,27,13,4,11,15,15,58,49,41,22,24,6,215,115,Mulher
994,230440005120662,1,36,24,26,4,0,3,24,29,35,23,21,7,7,14,136,117,Mulher
995,230440005120663,1,44,51,32,23,4,6,20,45,35,21,15,3,3,15,137,180,Homem
996,230440005120664,1,24,38,35,15,9,6,13,19,24,30,8,4,5,10,100,140,Homem
997,230440005120665,1,9,13,14,6,3,3,7,15,8,7,7,3,4,3,47,55,Homem
998,230440005120666,1,16,29,30,16,8,6,9,14,12,13,8,6,11,3,67,114,Homem
999,230440005120667,1,24,21,28,9,3,2,5,25,26,11,6,1,0,10,79,92,Homem
1000,230440005120668,1,21,33,18,16,4,4,9,28,16,14,11,8,4,10,91,105,Homem
1001,230440005120669,1,21,31,37,11,5,4,5,24,18,10,2,2,2,13,71,114,Homem
1002,230440005120670,1,16,28,21,15,5,2,5,12,16,7,6,4,0,7,52,92,Homem
1003,230440005120671,1,39,32,34,23,10,5,14,20,26,19,17,3,4,8,97,157,Homem
1004,230440005120672,1,14,17,18,10,5,4,3,13,14,9,13,11,10,6,76,71,Mulher
1005,230440005120673,1,48,54,59,32,9,11,30,44,39,32,18,12,11,25,181,243,Homem
1006,230440005120674,1,29,30,27,17,6,9,27,24,33,26,18,14,11,17,143,145,Homem
1007,230440005120675,1,25,48,32,23,12,22,28,33,34,31,23,11,14,21,167,190,Homem
1008,230440005120676,1,23,35,45,28,14,12,9,14,25,20,16,7,12,2,96,166,Homem
1009,230440005120677,1,22,20,10,7,4,0,13,13,10,3,3,0,3,14,46,76,Homem
1010,230440005120678,1,33,30,31,15,4,3,24,34,16,16,7,3,2,23,101,140,Homem
1011,230440005120679,1,34,30,26,11,5,1,19,30,21,16,5,3,5,10,90,126,Homem
1012,230440005120680,1,10,9,2,0,1,0,8,8,4,5,1,2,0,5,25,30,Homem
1013,230440005120681,1,10,13,9,4,1,0,5,10,10,7,0,0,0,5,32,42,Homem
1014,230440005120682,1,26,25,17,10,6,6,28,28,12,10,5,1,3,10,69,118,Homem
1015,230440005120683,1,34,35,34,17,8,3,18,29,20,12,6,1,0,7,75,149,Homem
1016,230440005120684,1,46,58,48,31,13,8,45,41,60,55,35,24,19,15,249,249,Mulher
1017,230440005120685,1,19,16,21,15,2,3,6,12,12,8,2,4,2,5,45,82,Homem
1018,230440005120686,1,24,31,20,13,2,4,33,32,23,24,22,6,6,8,121,127,Homem
1019,230440005120687,1,22,26,15,4,4,3,18,15,19,8,4,3,3,7,59,92,Homem
1020,230440005120688,1,29,20,26,17,4,4,14,29,38,36,19,8,14,9,153,114,Mulher
1021,230440005120689,1,18,37,24,20,8,7,21,39,51,39,17,7,9,11,173,135,Mulher
1022,230440005120690,1,16,15,7,9,1,0,11,27,26,29,11,7,7,8,115,59,Mulher
1023,230440005120691,1,61,73,81,29,16,13,48,68,58,56,24,21,22,25,274,321,Homem
1024,230440005120692,1,53,43,49,28,13,8,37,30,33,14,10,9,5,16,117,231,Homem
1025,230440005120693,1,8,16,18,4,1,4,2,8,8,12,4,3,1,5,41,53,Homem
1026,230440005120694,1,22,28,32,18,7,4,6,31,37,22,5,3,7,18,123,117,Mulher
1027,230440005120695,1,28,25,16,7,1,2,4,26,22,13,5,2,4,8,80,83,Homem
1028,230440005120696,1,30,28,28,13,4,5,8,26,20,27,9,4,4,18,108,116,Homem
1029,230440005120697,1,26,32,29,21,3,4,9,26,27,17,10,4,6,18,108,124,Homem
1030,230440005120698,1,43,27,14,13,2,3,14,47,36,22,11,3,1,32,152,116,Mulher
1031,230440005120699,1,35,48,43,13,8,7,21,52,46,36,22,7,5,33,201,175,Mulher
1032,230440005120700,1,41,59,42,25,12,5,24,50,83,27,15,2,8,20,205,208,Homem
1033,230440005120701,1,30,30,30,19,4,4,13,43,41,23,14,6,4,30,161,130,Mulher
1034,230440005120874,1,48,33,43,29,11,7,10,16,17,17,13,13,3,3,82,181,Homem
1035,230440005120875,1,10,26,39,30,16,13,2,7,7,9,3,4,0,3,33,136,Homem
1036,230440005120876,1,17,20,18,16,11,6,0,12,7,3,5,2,3,2,34,88,Homem
1037,230440005121038,1,33,40,48,20,7,2,12,29,43,21,4,7,2,14,120,162,Homem
1038,230440005121039,1,33,39,43,21,8,2,15,21,19,12,6,1,0,22,81,161,Homem
1039,230440005121040,1,24,28,28,14,11,1,11,27,17,5,8,1,1,29,88,117,Homem
1040,230440005121041,1,42,66,66,40,11,4,19,19,22,13,6,2,1,19,82,248,Homem
1041,230440005121042,1,25,34,41,26,7,0,3,18,12,10,0,0,0,16,56,136,Homem
1042,230440005121043,1,19,20,18,13,9,0,17,16,15,10,4,1,1,15,62,96,Homem
1043,230440005121044,1,31,29,33,13,1,2,3,24,22,12,3,1,2,12,76,112,Homem
1044,230440005121045,1,39,24,21,7,0,0,14,47,16,13,5,0,2,41,124,105,Mulher
1045,230440005121046,1,38,22,20,7,3,1,29,55,32,11,2,0,1,43,144,120,Mulher
1046,230440005121047,1,18,23,32,15,5,4,4,18,18,13,4,2,2,19,76,101,Homem
1047,230440005121048,1,22,31,37,22,7,0,4,21,26,18,16,3,0,14,98,123,Homem
1048,230440005121049,1,26,32,31,11,3,3,14,28,22,6,7,2,1,14,80,120,Homem
1049,230440005121050,1,36,21,14,8,2,0,21,31,20,10,2,2,1,12,78,102,Homem
1050,230440005121051,1,40,39,45,17,2,2,26,42,36,8,8,2,1,41,138,171,Homem
1051,230440005121052,1,34,40,43,10,8,3,36,36,24,15,9,1,3,24,112,174,Homem
1052,230440005121053,1,21,40,61,28,6,1,5,29,22,25,3,2,1,19,101,162,Homem
1053,230440005121054,1,34,48,74,34,4,1,4,26,29,14,4,2,2,18,95,199,Homem
1054,230440005121055,1,13,27,35,24,4,1,6,19,25,25,10,4,7,9,99,110,Homem
1055,230440005121056,1,24,28,27,13,3,1,15,28,19,13,2,1,0,4,67,111,Homem
1056,230440005121057,1,65,64,61,20,11,7,36,41,22,17,11,3,1,25,120,264,Homem
1057,230440005121058,1,37,40,20,8,2,0,14,30,24,8,3,1,0,16,82,121,Homem
1058,230440005121059,1,45,23,24,6,2,0,18,23,12,2,2,1,0,21,61,118,Homem
1059,230440005121060,1,24,7,12,4,1,0,35,12,6,4,1,0,1,30,54,83,Homem
1060,230440005121061,1,38,25,32,19,3,1,6,21,27,24,10,11,2,13,108,124,Homem
1061,230440005121062,1,16,18,15,10,11,17,18,7,14,6,8,2,8,6,51,105,Homem
1062,230440005121063,1,44,33,27,14,7,3,14,25,17,10,6,2,2,19,81,142,Homem
1063,230440005121064,1,48,33,35,15,1,4,22,24,25,7,2,4,3,20,85,158,Homem
1064,230440005121065,1,36,41,21,16,12,2,19,26,12,9,4,4,2,20,77,147,Homem
1065,230440005121066,1,40,16,9,13,4,2,25,34,21,20,6,4,3,20,108,109,Homem
1066,230440005121067,1,34,29,27,15,6,2,3,17,13,8,2,2,0,17,59,116,Homem
1067,230440005121068,1,41,29,24,17,3,0,11,25,22,12,3,1,0,19,82,125,Homem
1068,230440005121069,1,9,14,12,5,3,2,7,13,27,23,5,8,8,12,96,52,Mulher
1069,230440005121070,1,32,39,34,27,9,3,8,28,17,20,4,1,2,21,93,152,Homem
1070,230440005121071,1,25,6,1,1,0,0,28,0,3,0,0,0,0,10,13,61,Homem
1071,230440005121072,1,44,23,22,9,5,0,17,25,11,10,3,1,0,29,79,120,Homem
1072,230440005121073,1,39,35,24,9,1,2,36,26,17,6,4,0,0,35,88,146,Homem
1073,230440005121074,1,48,36,25,15,1,3,22,19,13,6,3,0,0,23,64,150,Homem
1074,230440005121075,1,25,23,25,14,3,0,10,28,28,11,4,1,1,19,92,100,Homem
1075,230440005121076,1,40,39,34,17,8,0,16,54,46,25,15,4,0,40,184,154,Mulher
1076,230440005121077,1,29,18,17,7,4,0,14,29,16,6,6,1,2,12,72,89,Homem
1077,230440005121078,1,11,8,4,0,0,0,10,14,2,3,0,0,0,6,25,33,Homem
1078,230440005121079,1,28,25,26,22,7,5,28,19,23,4,4,0,0,18,68,141,Homem
1079,230440005121080,1,22,5,2,0,0,0,23,10,4,2,0,0,0,8,24,52,Homem
1080,230440005121081,1,27,21,23,13,5,1,6,31,20,6,4,2,1,14,78,96,Homem
1081,230440005121082,1,5,18,18,10,3,2,7,27,24,17,10,5,4,13,100,63,Mulher
1082,230440005121083,1,48,21,28,14,10,1,34,55,23,11,13,1,0,33,136,156,Homem
1083,230440005121084,1,34,18,22,7,4,1,22,29,18,7,5,2,1,29,91,108,Homem
1084,230440005121085,1,20,17,17,5,2,1,12,17,17,13,7,1,2,10,67,74,Homem
1085,230440005121086,1,18,17,14,8,5,1,14,19,9,7,3,1,3,12,54,77,Homem
1086,230440005121087,1,15,9,6,2,2,1,4,16,25,14,9,4,1,17,86,39,Mulher
1087,230440005121088,1,33,38,36,11,8,1,19,36,33,14,8,7,4,21,123,146,Homem
1088,230440005121089,1,24,38,31,23,8,7,16,19,22,17,7,3,2,23,93,147,Homem
1089,230440005121090,1,10,16,24,9,7,3,9,16,15,7,3,2,1,6,50,78,Homem
1090,230440005121091,1,42,25,11,10,1,0,20,42,30,15,12,2,0,21,122,109,Mulher
1091,230440005121092,1,29,29,43,23,3,1,8,26,25,14,6,0,2,18,91,136,Homem
1092,230440005121093,1,21,32,34,12,5,0,15,25,30,16,7,5,6,20,109,119,Homem
1093,230440005121094,1,8,5,3,0,0,0,30,11,3,3,0,1,0,16,34,46,Homem
1094,230440005121095,1,33,43,27,14,3,3,15,36,34,18,4,5,4,13,114,138,Homem
1095,230440005121096,1,29,27,24,15,2,1,8,15,17,14,7,0,4,9,66,106,Homem
1096,230440005121097,1,32,28,28,17,2,5,12,20,21,21,9,7,21,12,111,124,Homem
1097,230440005121098,1,35,35,52,22,10,6,13,38,32,24,8,4,3,12,121,173,Homem
1098,230440005121099,1,46,33,24,12,5,2,46,36,20,11,1,1,1,25,95,168,Homem
1099,230440005121100,1,31,57,43,26,12,10,14,34,46,44,26,21,13,6,190,193,Homem
1100,230440005121101,1,28,27,25,16,4,6,24,29,19,14,9,8,1,11,91,130,Homem
1101,230440005121102,1,22,35,42,14,1,1,8,31,26,13,6,4,1,15,96,123,Homem
1102,230440005121103,1,23,22,16,12,2,2,8,19,24,7,6,3,1,16,76,85,Homem
1103,230440005121104,1,29,21,18,8,3,0,16,55,37,20,6,3,2,28,151,95,Mulher
1104,230440005121105,1,64,40,17,9,3,0,18,42,27,9,3,1,2,22,106,151,Homem
1105,230440005121106,1,28,44,55,44,18,2,7,11,22,11,4,3,1,9,61,198,Homem
1106,230440005121107,1,31,29,41,33,14,9,16,25,21,20,13,5,2,11,97,173,Homem
1107,230440005121108,1,59,59,27,8,1,0,24,35,18,8,2,0,0,26,89,178,Homem
1108,230440005121109,1,25,37,104,28,10,0,8,29,39,66,33,16,7,18,208,212,Homem
1109,230440005121110,1,17,23,20,7,1,3,8,15,16,8,7,2,3,4,55,79,Homem
1110,230440005121111,1,27,31,41,13,1,2,8,43,37,44,29,10,4,23,190,123,Mulher
1111,230440005121112,1,33,50,57,18,6,3,18,44,37,20,11,4,1,11,128,185,Homem
1112,230440005121113,1,13,17,37,14,2,1,1,11,10,4,6,1,2,2,36,85,Homem
1113,230440005121114,1,18,19,26,12,3,0,3,25,30,8,5,0,0,8,76,81,Homem
1114,230440005121115,1,42,41,50,25,7,3,10,26,37,19,8,4,1,26,121,178,Homem
1115,230440005121116,1,20,30,40,18,6,3,8,17,24,6,5,2,1,10,65,125,Homem
1116,230440005121117,1,34,32,48,29,12,3,4,23,34,20,15,4,2,7,105,162,Homem
1117,230440005121118,1,41,21,33,20,5,4,11,47,72,54,26,11,14,15,239,135,Mulher
1118,230440005121119,1,27,26,14,15,2,1,8,23,15,7,3,0,0,7,55,93,Homem
1119,230440005121120,1,22,16,11,7,1,0,18,18,11,6,1,0,0,16,52,75,Homem
1120,230440005121121,1,33,5,1,2,0,0,67,13,1,0,0,0,0,35,49,108,Homem
1121,230440005121122,1,14,17,28,9,3,1,5,18,23,10,7,4,1,19,82,77,Mulher
1122,230440005121123,1,22,32,18,13,1,1,11,8,6,14,5,1,3,7,44,98,Homem
1123,230440005121124,1,18,11,9,5,2,1,30,10,10,4,2,3,0,23,52,76,Homem
1124,230440005121125,1,14,33,30,5,4,1,6,17,20,32,10,7,2,8,96,93,Mulher
1125,230440005121126,1,25,27,25,10,9,8,10,16,16,21,5,4,3,10,75,114,Homem
1126,230440005121127,1,21,27,32,24,7,7,11,13,13,13,10,3,7,5,64,129,Homem
1127,230440005121128,1,24,41,39,16,7,9,18,19,22,8,13,4,3,6,75,154,Homem
1128,230440005121129,1,24,39,27,19,7,3,5,17,14,11,14,3,7,4,70,124,Homem
1129,230440005121130,1,23,37,29,20,4,8,5,24,21,14,9,8,9,10,95,126,Homem
1130,230440005121131,1,12,30,65,34,11,11,3,23,12,38,15,7,2,2,99,166,Homem
1131,230440005121132,1,29,43,52,32,11,7,7,12,19,16,14,5,9,5,80,181,Homem
1132,230440005121133,1,11,30,31,23,4,11,6,16,42,20,14,8,12,4,116,116,Mulher
1133,230440005121134,1,6,8,8,2,3,5,2,3,6,4,3,2,1,1,20,34,Homem
1134,230440005121135,1,14,17,15,13,11,9,4,9,17,15,9,11,5,4,70,83,Homem
1135,230440005121136,1,18,39,28,9,10,9,6,16,19,20,9,5,7,5,81,119,Homem
1136,230440005121137,1,19,46,36,18,7,5,34,35,80,61,35,12,19,20,262,165,Mulher
1137,230440005121138,1,16,34,21,25,7,16,20,34,50,45,26,23,20,9,207,139,Mulher
1138,230440005121139,1,17,27,41,19,4,8,3,12,26,18,8,8,9,3,84,119,Homem
1139,230440005121140,1,22,28,36,14,16,14,6,26,31,34,19,14,21,13,158,136,Mulher
1140,230440005121141,1,24,42,26,15,6,7,8,34,46,53,25,22,15,4,199,128,Mulher
1141,230440005121142,1,7,19,20,14,4,1,3,8,12,8,4,4,3,1,40,68,Homem
1142,230440005121143,1,143,178,126,58,24,17,87,44,72,35,12,10,10,26,209,633,Homem
1143,230440005121144,1,22,26,22,13,3,6,10,30,19,11,3,2,1,8,74,102,Homem
1144,230440005121145,1,14,28,14,12,3,2,10,16,24,9,11,3,6,11,80,83,Homem
1145,230440005121146,1,34,29,41,14,7,6,17,27,28,21,10,4,3,13,106,148,Homem
1146,230440005121147,1,38,28,21,14,3,2,16,27,19,8,6,2,1,8,71,122,Homem
1147,230440005121148,1,15,22,16,10,3,0,5,11,7,8,1,1,1,9,38,71,Homem
1148,230440005121149,1,32,15,30,13,1,3,10,25,16,9,3,2,2,12,69,104,Homem
1149,230440005121150,1,24,34,36,15,9,6,7,14,19,15,10,5,10,8,81,131,Homem
1150,230440005121151,1,15,27,20,10,1,1,14,14,9,11,4,0,1,10,49,88,Homem
1151,230440005121152,1,35,32,27,11,4,4,35,28,42,27,18,6,10,23,154,148,Mulher
1152,230440005121153,1,22,15,9,6,4,1,28,24,35,51,21,15,16,14,176,85,Mulher
1153,230440005121154,1,22,35,25,10,4,4,8,42,39,19,11,1,6,28,146,108,Mulher
1154,230440005121155,1,24,40,34,24,16,13,17,31,32,27,24,16,18,10,158,168,Homem
1155,230440005121156,1,1,1,0,0,0,0,1,3,1,2,3,0,0,0,9,3,Mulher
1156,230440005121157,1,45,31,21,8,5,3,53,42,68,86,50,19,20,18,303,166,Mulher
1157,230440005121158,1,26,32,28,18,9,2,9,30,48,39,24,13,9,3,166,124,Mulher
1158,230440005121159,1,28,25,32,17,2,6,14,29,31,23,10,6,8,7,114,124,Homem
1159,230440005121160,1,29,35,33,17,15,7,13,32,30,39,30,15,12,9,167,149,Mulher
1160,230440005121161,1,11,34,21,12,11,7,9,20,19,16,17,3,4,5,84,105,Homem
1161,230440060060001,1,19,26,33,24,10,10,16,16,18,16,12,2,13,8,85,138,Homem
1162,230440060060002,1,17,27,24,10,2,2,10,19,17,12,4,5,2,6,65,92,Homem
1163,230440060060003,1,18,25,24,13,10,11,10,17,14,10,5,1,7,5,59,111,Homem
1164,230440060060004,1,9,23,19,20,5,9,12,15,20,18,6,6,5,3,73,97,Homem
1165,230440060060005,1,19,18,26,15,6,6,5,22,20,21,11,6,9,6,95,95,Mulher
1166,230440060060006,1,38,52,29,26,12,13,12,20,22,13,12,4,6,6,83,182,Homem
1167,230440060060007,1,19,29,41,7,9,10,12,25,43,42,39,20,13,8,190,127,Mulher
1168,230440060060008,1,19,21,19,12,6,8,8,12,17,18,9,5,5,11,77,93,Homem
1169,230440060060009,1,20,37,42,26,11,6,8,39,48,40,16,8,14,11,176,150,Mulher
1170,230440060060010,1,13,37,27,12,8,11,5,30,36,33,18,14,12,5,148,113,Mulher
1171,230440060060011,1,23,41,37,27,16,1,9,15,33,28,22,14,4,12,128,154,Homem
1172,230440060060012,1,24,30,18,10,5,3,9,10,15,13,8,2,6,9,63,99,Homem
1173,230440060060013,1,3,5,3,3,2,3,1,3,5,7,2,0,4,1,22,20,Mulher
1174,230440060060014,1,31,57,48,34,19,17,15,14,15,24,11,4,8,9,85,221,Homem
1175,230440060060015,1,14,38,30,21,9,15,18,19,28,24,18,0,5,8,102,145,Homem
1176,230440060060016,1,10,27,17,14,7,4,7,13,20,23,16,10,11,8,101,86,Mulher
1177,230440060060017,1,12,29,15,19,5,6,3,14,15,17,7,5,2,5,65,89,Homem
1178,230440060060018,1,22,38,39,18,8,2,11,24,32,24,14,8,4,10,116,138,Homem
1179,230440060060019,1,18,34,40,31,9,4,7,23,19,21,16,4,7,12,102,143,Homem
1180,230440060060020,1,2,5,9,6,3,0,6,10,14,8,8,8,4,2,54,31,Mulher
1181,230440060060021,1,21,37,33,24,14,21,6,34,35,42,31,18,16,10,186,156,Mulher
1182,230440060060022,1,15,35,28,15,4,17,5,17,16,23,7,9,17,9,98,119,Homem
1183,230440060060023,1,32,60,55,27,16,7,19,42,30,28,17,8,10,21,156,216,Homem
1184,230440060060024,1,23,18,23,18,6,4,9,12,18,19,7,6,1,11,74,101,Homem
1185,230440060060025,1,23,27,42,23,9,4,11,26,39,33,16,4,5,15,138,139,Homem
1186,230440060060026,1,28,30,39,25,9,5,20,47,32,30,17,6,12,16,160,156,Mulher
1187,230440060060027,1,29,34,39,14,10,5,15,33,30,25,15,9,7,16,135,146,Homem
1188,230440060060028,1,32,58,46,23,7,16,25,34,44,25,21,4,11,14,153,207,Homem
1189,230440060060029,1,12,15,18,5,1,2,12,28,40,29,14,8,9,14,142,65,Mulher
1190,230440060060030,1,19,21,30,10,3,3,13,26,38,37,22,12,18,5,158,99,Mulher
1191,230440060060031,1,36,70,45,32,11,10,30,37,25,31,11,7,5,13,129,234,Homem
1192,230440060060032,1,15,38,36,19,12,6,6,22,30,22,12,12,7,4,109,132,Homem
1193,230440060060033,1,16,29,26,11,6,5,7,21,26,21,18,5,7,4,102,100,Mulher
1194,230440060060034,1,40,48,50,27,13,10,11,26,24,23,14,6,9,17,119,199,Homem
1195,230440060060035,1,23,25,17,17,4,7,7,20,13,13,10,6,5,5,72,100,Homem
1196,230440060060036,1,12,23,24,9,4,2,25,15,33,16,15,5,4,10,98,99,Homem
1197,230440060060037,1,13,18,16,14,5,2,5,7,14,7,5,2,5,7,47,73,Homem
1198,230440060060038,1,31,36,35,22,6,7,11,22,15,18,13,5,8,12,93,148,Homem
1199,230440060060039,1,8,19,8,8,1,3,5,20,20,10,5,5,2,10,72,52,Mulher
1200,230440060060040,1,23,35,52,20,9,3,12,30,19,20,8,5,3,17,102,154,Homem
1201,230440060060041,1,47,45,40,13,8,7,23,39,29,17,4,5,4,20,118,183,Homem
1202,230440060060042,1,17,40,26,16,5,3,5,21,28,25,11,6,3,10,104,112,Homem
1203,230440060060043,1,11,18,25,4,1,3,7,29,34,23,23,8,5,10,132,69,Mulher
1204,230440060060044,1,15,27,12,7,9,7,7,16,15,16,14,8,4,5,78,84,Homem
1205,230440060060045,1,25,38,51,16,4,5,9,45,45,29,19,8,8,21,175,148,Mulher
1206,230440060060046,1,31,44,38,37,10,10,12,24,41,31,18,4,7,9,134,182,Homem
1207,230440060060047,1,21,30,26,18,6,10,7,25,28,25,7,4,4,13,106,118,Homem
1208,230440060060048,1,44,76,81,21,5,5,17,42,35,34,19,5,4,14,153,249,Homem
1209,230440060060049,1,24,58,42,32,15,9,13,29,36,32,17,9,7,11,141,193,Homem
1210,230440060060050,1,33,57,45,29,14,15,16,28,39,23,22,14,16,13,155,209,Homem
1211,230440060060051,1,23,35,17,13,6,14,17,47,73,54,26,9,23,17,249,125,Mulher
1212,230440060060052,1,34,68,62,32,8,10,16,36,39,32,18,8,16,23,172,230,Homem
1213,230440060060053,1,49,58,60,26,8,7,12,27,27,17,7,5,7,14,104,220,Homem
1214,230440060060054,1,30,35,33,21,4,6,10,20,25,10,10,5,1,15,86,139,Homem
1215,230440060060055,1,20,43,34,23,8,5,6,33,43,26,19,8,3,7,139,139,Mulher
1216,230440060060056,1,29,56,30,19,3,7,13,18,36,26,22,9,8,8,127,157,Homem
1217,230440060060057,1,37,44,43,27,11,8,6,10,30,20,15,11,14,8,108,176,Homem
1218,230440060060058,1,15,28,13,5,3,2,8,24,41,26,23,5,7,6,132,74,Mulher
1219,230440060060059,1,27,39,40,25,9,8,19,32,38,27,9,6,7,10,129,167,Homem
1220,230440060060060,1,23,30,51,23,6,4,5,21,32,16,11,4,3,18,105,142,Homem
1221,230440060060061,1,13,46,50,25,12,7,7,15,31,30,10,5,2,6,99,160,Homem
1222,230440060060062,1,12,25,25,15,3,6,10,19,39,33,27,14,11,9,152,96,Mulher
